node	Argentina	Australia	Canada	China	Czech Republic	Denmark	Germany	Ireland	Japan	Netherlands	Norway	Portugal	Singapore	UK	USA
ERR4298330	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_163	0.11818384469269907	0.019395858881184388	0.01406349110174547	0.025689190666111993	0.006969483335458026	0.00217958906825846	0.00872627374253322	0.006538402470831524	0.01819592577485805	0.002205630160504161	0.0033622789258162832	0.002179574255162776	0.015733256296203816	0.6943463660069688	0.06223083462166412
Node_197	0.004206209354528345	0.12671724842071305	0.00929968609021417	0.01808457797345151	0.004915552757736946	0.0015372567479573637	0.006150236563338323	0.004611513350627822	0.22101474820147862	0.001540109714317827	0.0016671981788659344	0.0015372464178812029	0.0110192511597234	0.5544343478687856	0.03326481720037972
Node_200	0.003193529077267031	0.018690959782858705	0.3857622328173488	0.029920772060835488	0.00808931498973534	0.0025297977050724087	0.01012242508214729	0.007588970424526066	0.012768915700430861	0.0026075731130027592	0.006060907871891409	0.0025297807278384563	0.018498335340682046	0.4318023676696073	0.059834117636756036
Node_366	0.001337095896428537	0.0031172116401260983	0.010406802192984515	0.0027415530443208463	0.0006067966566587166	0.00018976547502534192	0.0007668184811591266	0.0005692646032587334	0.0221994398619842	0.00042301098590931353	0.010777322147798184	0.00018976416319788604	0.002521615281316946	0.917708194049842	0.02644534551998951
Node_20	4.759709606035608e-07	2.3089107249538916e-06	1.9150593033961103e-06	3.938578954234052e-06	1.0159247556680845e-06	3.166580288486222e-07	1.8012964470571791e-06	9.38749167461082e-07	8.473151432216787e-07	3.1351679908714286e-07	3.3961934292253303e-07	3.129288880529733e-07	2.2431537697033955e-06	0.9999743945031817	8.837814533112691e-06
Node_136	4.510847357865629e-07	2.114674270020993e-06	1.8900362773282546e-06	5.063782668472044e-06	1.0272341806248649e-06	3.144858750840612e-07	1.7118632344837415e-06	8.718009896788045e-07	7.987279073007497e-07	2.9118327508331544e-07	3.172813883649256e-07	2.905964282250281e-07	2.0832708317954298e-06	0.9999629768613332	1.979711660460478e-05
ERR5414348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_153	3.870976516921107e-12	2.35492756679248e-11	1.967481344216492e-11	3.5156842817707766e-10	1.0508327785126382e-11	3.285845612410273e-12	1.4062342848120881e-11	9.852141734042003e-12	7.421482936591751e-12	3.285196624179941e-12	3.329095201964117e-12	3.2842068919701188e-12	2.3516200362492384e-11	0.999999999435585	8.720659184137629e-11
Node_156	1.3288917841703517e-16	8.541889232987511e-16	7.132052049512302e-16	1.4037109420331802e-15	3.8167350578371044e-16	1.1936199315601342e-16	0.9999999999999859	3.580660377578755e-16	2.5952385994580286e-16	1.1936122739411084e-16	1.193612711225715e-16	1.1936119275013499e-16	8.544934303605187e-16	6.077499483950078e-15	2.4687178535268575e-15
Node_157	1.3288917841703517e-16	8.541889232987511e-16	7.132052049512302e-16	1.4037109420331802e-15	3.8167350578371044e-16	1.1936199315601342e-16	0.9999999999999859	3.580660377578755e-16	2.5952385994580286e-16	1.1936122739411084e-16	1.193612711225715e-16	1.1936119275013499e-16	8.544934303605187e-16	6.077499483950078e-15	2.4687178535268575e-15
