node	Argentina	Australia	Brazil	Canada	China	Czech Republic	Denmark	Germany	Ireland	Japan	Norway	Portugal	Singapore	Spain	Taiwan	Thailand	UK	USA
Node_16	2.1139104492649592e-14	2.2230999617228847e-13	2.187831339903557e-14	1.696379292112594e-13	2.8088261836842806e-13	6.339449687042999e-14	4.22727293907644e-14	1.9077437698337772e-13	4.227256275747499e-14	6.251362484194089e-13	8.456982305779898e-14	2.113961416280969e-14	1.0325095913165388e-12	8.253456901246552e-14	9.258408861276096e-14	6.401808622782064e-14	0.9999999999962185	7.243966558524871e-13
SRR6046031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR1045542	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_22	1.043857002314399e-13	1.0975835452291174e-12	0.999999999974651	8.376784998262224e-13	1.3870090270064118e-12	3.1304443142047744e-13	2.087443420050697e-13	9.420510714094144e-13	2.0874351917445047e-13	3.0869465105293313e-12	4.176089930975486e-13	1.0438811736551985e-13	5.098473974406295e-12	4.0755882493436e-13	4.57183669834823e-13	3.1612373918646113e-13	6.784389014529595e-12	3.57698573335548e-12
Node_29	5.35386480365048e-18	5.629424239947955e-17	0.9999999999999988	4.2963906234769554e-17	7.113865975483999e-17	1.6055815687828066e-17	1.0706341799156842e-17	4.831709767983147e-17	1.0706299596787344e-17	1.5832718693107797e-16	2.1418854161783693e-17	5.353988776656817e-18	2.614969320834273e-16	2.090338852347917e-17	2.3448609850827042e-17	1.6213751089241813e-17	3.4796625858359605e-16	1.8346093361937147e-16
Node_199	5.733302668602746e-18	6.02839148937494e-17	0.9999999999999987	4.600883423530756e-17	7.618038235391225e-17	1.7193719734359587e-17	1.1465119172644378e-17	5.174141582320799e-17	1.1465073979318333e-17	1.6954811461159478e-16	2.293684622750223e-17	5.733435427795242e-18	2.8002968202019256e-16	2.2384848628001902e-17	2.5110454291095677e-17	1.7362848296921513e-17	3.726272425782541e-16	1.9646313436736557e-16
ERR1045594	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1045601	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1045630	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_203	7.470848032081134e-16	7.855367019370597e-15	0.9999999999998188	5.995235705722185e-15	9.926775062978071e-15	2.2404480395747128e-15	1.4939759499806867e-15	6.742226547654271e-15	1.493970061010743e-15	2.20931681372021e-14	2.9888129478893175e-15	7.471021025521274e-16	3.6489599795622056e-14	2.9168842460867042e-15	3.2720475242416298e-15	2.2624865374845463e-15	4.855563473320021e-14	2.5600361704305884e-14
Node_216	3.241131208016327e-16	3.4079498187586387e-15	3.3525467618865455e-16	0.9999999999999234	4.3066035225741095e-15	9.719895291434216e-16	6.481422262526429e-16	2.92502816029455e-15	6.481396713988718e-16	9.58483647719044e-15	1.29665800706012e-15	3.2412062589924963e-16	1.5830542952788635e-14	1.265452666091672e-15	1.4195356804731927e-15	9.815506476465197e-16	2.1065236822248296e-14	1.1106387240113351e-14
SRR16943775	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_222	9.448769884385508e-06	0.00010773862576406972	9.820058426480035e-06	0.0005368988413743733	0.00012579158140201186	2.833611125602517e-05	1.889640132169151e-05	0.0006696800170491191	1.8895141481432707e-05	0.00028036106390463573	0.0015735647306745646	2.0294939128606887e-05	0.8939119962703033	0.10161205250035378	4.937094405377776e-05	2.8630796290435417e-05	0.0006724494573878292	0.0003257737499436072
