node	Australia	Bangladesh	Canada	China	Czech Republic	Germany	Ireland	Portugal	Taiwan	UK	USA
Node_72	2.0615889803875892e-09	2.061590129908607e-09	3.532802410591069e-09	6.4159116402687984e-09	2.0615916967213913e-09	2.06158979585765e-09	1.0115463406841289e-08	2.06159098838191e-09	6.612413803135431e-09	0.9999999443553713	1.866008583512352e-08
Node_73	2.0615861636199086e-09	2.061587313139339e-09	3.532797583691136e-09	6.41590287415061e-09	2.0615888868513787e-09	2.0615869790888555e-09	1.0141613797428496e-08	2.0615881716313863e-09	6.612404968494372e-09	0.9999999443292257	1.8660117473767773e-08
Node_83	3.027322441862563e-13	3.027324129866524e-13	5.187713032031063e-13	9.421389752452515e-13	3.027324153007372e-13	3.0273236393324946e-13	6.219100383728926e-13	3.0273253839144363e-13	9.709875655812006e-13	5.6805827163419615e-12	0.999999999989752
SRR7800638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_88	3.183565947926883e-13	3.1835677230506215e-13	5.455456719116277e-13	9.907638242724323e-13	3.183567747385795e-13	3.183567207199581e-13	6.540075128633182e-13	3.183569041821353e-13	1.0211013227064329e-12	5.9737639605385925e-12	0.999999999989223
Node_89	1.1132140894135489e-10	1.1132147101303139e-10	1.907637970515676e-10	3.4644554769771405e-10	1.1132147186397207e-10	1.1132145297499932e-10	2.2869021399599406e-10	1.1132151712717455e-10	3.570538188146617e-10	2.0888771636827347e-09	0.9999999962315621
ERR5413410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_32	3.584822024696377e-14	3.5848240235563915e-14	6.143061498129529e-14	0.9999999999985739	3.5848240509587656e-14	3.5848234426875787e-14	7.364385015978845e-14	3.5848255085447474e-14	1.1498007488955256e-13	6.726696090596595e-13	3.242501581202632e-13
Node_44	3.584649361052518e-14	3.584651359816256e-14	6.142765616388284e-14	0.999999999998574	3.58465138721731e-14	3.584650778975421e-14	7.36403030895493e-14	3.584652844733087e-14	1.1497453685208098e-13	6.726372097982696e-13	3.2423454054889213e-13
