node	Australia	Canada	Denmark	Germany	Japan	Norway	Singapore	Spain	Sweden	Taiwan	UK	USA
Node_45	0.9999947955177927	1.0101400348244113e-06	1.7303289368596076e-07	1.7305862267591519e-07	1.730488829962341e-07	3.455552786367478e-07	5.193972062277204e-07	1.7304754760074157e-07	1.7296624333433624e-07	3.463468779203087e-07	8.370838717093895e-07	1.280804747817006e-06
Node_48	0.9999934057875837	7.514122620652751e-07	1.28587885726138e-07	1.2844889665420635e-07	1.2866056257770433e-07	2.567916253390299e-07	3.8611820778218275e-07	1.2877730702057138e-07	1.2847065042696256e-07	2.5747597687307705e-07	3.344607061280242e-06	9.548619808098708e-07
ERR494953	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR494952	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_58	0.9999999999999977	4.470585295732494e-16	7.657951633015726e-17	7.659115598019667e-17	7.658649557852717e-17	1.5293310339886464e-16	2.2987045384062305e-16	7.658571510868769e-17	7.655012696769829e-17	1.532832881290332e-16	3.661124922475149e-16	5.668434609925193e-16
Node_76	0.9999999999999977	4.470650224619547e-16	7.6580628538612e-17	7.659226835770138e-17	7.658760788834619e-17	1.5293532453447324e-16	2.2987379238171744e-16	7.658682740717149e-17	7.6551238749315e-17	1.5328551435057775e-16	3.6611780951026063e-16	5.668516935868265e-16
ERR494950	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_85	0.9999999813595006	3.624806188224491e-09	6.209162451161453e-10	6.210106251280478e-10	6.20972832083944e-10	1.2400006278032663e-09	1.8638182463501914e-09	6.20966509787903e-10	6.206779543425531e-10	1.2428399763907078e-09	2.968452756386266e-09	4.59603730408137e-09
Node_95	0.00013315688350024632	0.00015530114030916885	2.6580347478977767e-05	2.664429254454784e-05	2.6582770585887547e-05	5.308227604851369e-05	7.978694354692543e-05	2.6582497391335798e-05	2.6570145865812648e-05	5.320382048734702e-05	0.9991955246204194	0.00019698426182181375
Node_113	7.507427870392621e-06	3.7633045279039396e-06	1.1607960709621121e-08	1.7214301362800052e-06	1.1617973197958376e-08	2.318097295549521e-08	3.6286778568805694e-08	1.1586031345833392e-08	1.1593533474864347e-08	2.319472011144964e-08	0.9999800615975992	6.8171718957158825e-06
Node_29	5.856992085264771e-13	0.9999999999965812	1.1714500654665086e-13	1.1716281284199446e-13	1.1715568246871163e-13	2.339444052342875e-13	3.5163679900041334e-13	1.1715448988170603e-13	1.1710004952695983e-13	2.3448009046297093e-13	5.600415382369877e-13	8.671102172032958e-13
SRR16943798	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR16943816	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_35	1.0368864623730983e-08	1.5421234857703334e-08	2.06935783288273e-09	2.06914028590419e-09	2.0697510173614632e-09	4.1325944893526175e-09	6.369132033681729e-09	2.187124691560521e-09	2.068335820309303e-09	4.2602201025845734e-09	0.9999999336565882	1.532765592992271e-08
ERR5414088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_37	8.861472768465975e-13	1.1165458283660525e-12	1.7688784290098388e-13	1.768734727860375e-13	1.769198273206299e-13	3.532525775783486e-13	5.431799798506189e-13	1.8602057053241314e-13	1.7680229120233708e-13	3.632235528014831e-13	0.999999999994534	1.3101204733620171e-12
ERR459965	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
