node	Australia	Canada	China	Germany	Japan	Singapore	Spain	Taiwan	UK	USA
n54	1.3245261215075399e-12	6.758782818862221e-13	1.2961638443316106e-12	6.485596994410437e-13	1.929611508540546e-12	1.347172342911351e-12	6.485485614842305e-13	6.485452675181984e-13	1.1964946003347868e-11	0.999999999979516
SRR21939478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR5413020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n77	1.3766803387239227e-14	7.024918901323142e-15	1.347201925187672e-14	6.7409687487619836e-15	2.0055817924994393e-14	1.4001708614885757e-14	6.74086059367242e-15	6.740825270074779e-15	0.9999999999998813	3.0237760224136126e-14
ERR5413449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n1010	1.1860720304898475e-14	6.052283591877275e-15	1.1606750513835947e-14	5.807647764276012e-15	1.727898918893699e-14	1.2063101723801902e-14	5.807554583801883e-15	5.8075241509337725e-15	0.9999999999998977	2.6051190430851662e-14
SRR25361492	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR25361565	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR330754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR363240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR330765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR363251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n3333	8.548278915435921e-12	3.0374233984930128e-12	5.828289494868092e-12	5.495358811853579e-12	1.019840720448177e-11	7.665262297243097e-12	2.913473976468923e-12	2.9170876677015063e-12	0.999999999939839	1.3557313261747976e-11
n3434	8.787444318119666e-09	4.48274074299827e-09	8.596767203849602e-09	4.304104258483026e-09	1.2799530220281663e-08	8.936366193614578e-09	4.301476357490877e-09	4.3014574135015846e-09	0.999999924194317	1.929579623750835e-08
ERR5414275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n37	2.292841477917189e-05	2.2805427485864347e-07	4.383273422975915e-07	2.267088785689637e-05	1.105920225110919e-06	9.345625534373075e-07	2.1849644133524821e-07	2.1957643599895264e-07	0.9999501301905576	1.125569533199325e-06
n45	2.475999915659199e-10	6.911773365767516e-12	1.3265204930345823e-11	0.9999999986102012	2.446809021489348e-11	1.877364572740529e-11	6.62878924531658e-12	6.64001025760775e-12	1.0342618242096875e-09	3.1249327039839895e-11
SRR21939643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR21939642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
n8	4.013252011048844e-11	2.0478806237853787e-11	3.927317535863048e-11	1.9651044346622187e-11	5.846604281086757e-11	4.081730789363653e-11	1.965072905655905e-11	1.9650626082400648e-11	0.9999999996537315	8.814809699513166e-11
SRR6046312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6045069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6388717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n34	1.2266132479421905e-14	6.1962520052787354e-15	1.1883001269410326e-14	6.068355618434204e-15	1.7762516001867704e-14	1.2426569803574128e-14	5.9456479132604925e-15	5.945789097141069e-15	0.9999999999998948	2.6693827233560714e-14
ERR5412665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n35	4.29197600303612e-13	2.189484331330808e-13	4.198879206952476e-13	2.1021991526313616e-13	6.251594895080082e-13	4.3647264214114216e-13	2.1009502208751111e-13	2.1009409195146724e-13	0.9999999999962974	9.424550050449636e-13
ERR5412619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
